"","SeqName","Project","SampleType","Mouse","Day","Community","MouseType","Diet","Well","pH","Location","finalDaySamples","Buffer","Replicate","Inoculum","names","Condition","mouse_location","mouse_sampleType"
"S175_mouse_exp1","S175_mouse_exp1","mouse_exp1","Stool","1L","35","SC into IC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC into IC-mouse_SW1","1L_Stool_Normal_SC into IC-mouse_SW1"
"S176_mouse_exp1","S176_mouse_exp1","mouse_exp1","Stool","1R","35","SC into IC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC into IC-mouse_SW1","1R_Stool_Normal_SC into IC-mouse_SW1"
"S177_mouse_exp1","S177_mouse_exp1","mouse_exp1","Stool","2R","35","SC into IC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2R_Stool_Normal_SC into IC-mouse_SW1","2R_Stool_Normal_SC into IC-mouse_SW1"
"S178_mouse_exp1","S178_mouse_exp1","mouse_exp1","Stool","1L","34","IC into SC-mouse","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC into SC-mouse_B6","1L_Stool_Normal_IC into SC-mouse_B6"
"S179_mouse_exp1","S179_mouse_exp1","mouse_exp1","Stool","B","34","IC into SC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_IC into SC-mouse_SW1","B_Stool_Normal_IC into SC-mouse_SW1"
"S18_mouse_exp1","S18_mouse_exp1","mouse_exp1","Stool","1L","1","SC","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_B6","1L_Stool_Normal_SC_B6"
"S180_mouse_exp1","S180_mouse_exp1","mouse_exp1","Stool","1L","34","IC into SC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC into SC-mouse_SW1","1L_Stool_Normal_IC into SC-mouse_SW1"
"S181_mouse_exp1","S181_mouse_exp1","mouse_exp1","Stool","1R","34","IC into SC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC into SC-mouse_SW1","1R_Stool_Normal_IC into SC-mouse_SW1"
"S182_mouse_exp1","S182_mouse_exp1","mouse_exp1","Stool","2R","34","IC into SC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2R_Stool_Normal_IC into SC-mouse_SW1","2R_Stool_Normal_IC into SC-mouse_SW1"
"S183_mouse_exp1","S183_mouse_exp1","mouse_exp1","Stool","1L","34","SC into IC-mouse","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC into IC-mouse_B6","1L_Stool_Normal_SC into IC-mouse_B6"
"S184_mouse_exp1","S184_mouse_exp1","mouse_exp1","Stool","B","34","SC into IC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_SC into IC-mouse_SW1","B_Stool_Normal_SC into IC-mouse_SW1"
"S185_mouse_exp1","S185_mouse_exp1","mouse_exp1","Stool","1L","34","SC into IC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC into IC-mouse_SW1","1L_Stool_Normal_SC into IC-mouse_SW1"
"S186_mouse_exp1","S186_mouse_exp1","mouse_exp1","Stool","1R","34","SC into IC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC into IC-mouse_SW1","1R_Stool_Normal_SC into IC-mouse_SW1"
"S187_mouse_exp1","S187_mouse_exp1","mouse_exp1","Stool","2R","34","SC into IC-mouse","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2R_Stool_Normal_SC into IC-mouse_SW1","2R_Stool_Normal_SC into IC-mouse_SW1"
"S188_mouse_exp1","S188_mouse_exp1","mouse_exp1","Stool","1R","16","IC","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC_B6","1R_Stool_Normal_IC_B6"
"S189_mouse_exp1","S189_mouse_exp1","mouse_exp1","Stool","1L","16","IC","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC_B6","1L_Stool_Normal_IC_B6"
"S19_mouse_exp1","S19_mouse_exp1","mouse_exp1","Stool","B","1","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_SC_SW2","B_Stool_Normal_SC_SW2"
"S190_mouse_exp1","S190_mouse_exp1","mouse_exp1","Stool","1L","16","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC_SW2","1L_Stool_Normal_IC_SW2"
"S191_mouse_exp1","S191_mouse_exp1","mouse_exp1","Stool","B","16","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_IC_SW2","B_Stool_Normal_IC_SW2"
"S192_mouse_exp1","S192_mouse_exp1","mouse_exp1","Stool","1R","16","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC_SW2","1R_Stool_Normal_IC_SW2"
"S193_mouse_exp1","S193_mouse_exp1","mouse_exp1","Stool","2L","16","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_IC_SW2","2L_Stool_Normal_IC_SW2"
"S193_mouse_exp2","S193_mouse_exp2","mouse_exp2","Proximal","B","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_noFiber_SC_SW","B_Proximal_noFiber_SC_SW"
"S194_mouse_exp1","S194_mouse_exp1","mouse_exp1","Stool","B","16","IC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_IC_SW1","B_Stool_Normal_IC_SW1"
"S194_mouse_exp2","S194_mouse_exp2","mouse_exp2","Mid","B","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_noFiber_SC_SW","B_Mid_noFiber_SC_SW"
"S195_mouse_exp1","S195_mouse_exp1","mouse_exp1","Stool","1R","16","IC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC_SW1","1R_Stool_Normal_IC_SW1"
"S195_mouse_exp2","S195_mouse_exp2","mouse_exp2","Distal","B","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_noFiber_SC_SW","B_Distal_noFiber_SC_SW"
"S196_mouse_exp1","S196_mouse_exp1","mouse_exp1","Stool","2R","16","IC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2R_Stool_Normal_IC_SW1","2R_Stool_Normal_IC_SW1"
"S196_mouse_exp2","S196_mouse_exp2","mouse_exp2","Proximal","2R","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_noFiber_SC_SW","2R_Proximal_noFiber_SC_SW"
"S197_mouse_exp1","S197_mouse_exp1","mouse_exp1","Stool","1L","16","IC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC_SW1","1L_Stool_Normal_IC_SW1"
"S197_mouse_exp2","S197_mouse_exp2","mouse_exp2","Mid","2R","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_noFiber_SC_SW","2R_Mid_noFiber_SC_SW"
"S198_mouse_exp1","S198_mouse_exp1","mouse_exp1","Stool","1L","16","SC","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_B6","1L_Stool_Normal_SC_B6"
"S198_mouse_exp2","S198_mouse_exp2","mouse_exp2","Distal","2R","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_noFiber_SC_SW","2R_Distal_noFiber_SC_SW"
"S199_mouse_exp1","S199_mouse_exp1","mouse_exp1","Stool","1R","16","SC","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC_B6","1R_Stool_Normal_SC_B6"
"S199_mouse_exp2","S199_mouse_exp2","mouse_exp2","Proximal","1L","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_noFiber_SC_SW","1L_Proximal_noFiber_SC_SW"
"S2_mouse_exp1","S2_mouse_exp1","mouse_exp1","Stool","1L","1","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC_SW2","1L_Stool_Normal_IC_SW2"
"S200_mouse_exp1","S200_mouse_exp1","mouse_exp1","Stool","B","16","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_SC_SW2","B_Stool_Normal_SC_SW2"
"S200_mouse_exp2","S200_mouse_exp2","mouse_exp2","Mid","1L","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_noFiber_SC_SW","1L_Mid_noFiber_SC_SW"
"S201_mouse_exp1","S201_mouse_exp1","mouse_exp1","Stool","2L","16","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_SC_SW2","2L_Stool_Normal_SC_SW2"
"S201_mouse_exp2","S201_mouse_exp2","mouse_exp2","Distal","1L","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_noFiber_SC_SW","1L_Distal_noFiber_SC_SW"
"S202_mouse_exp1","S202_mouse_exp1","mouse_exp1","Stool","1L","16","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_SW2","1L_Stool_Normal_SC_SW2"
"S202_mouse_exp2","S202_mouse_exp2","mouse_exp2","Proximal","1R","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_noFiber_SC_SW","1R_Proximal_noFiber_SC_SW"
"S203_mouse_exp1","S203_mouse_exp1","mouse_exp1","Control","","","","","Normal","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA_Normal__","_Control_Normal__"
"S203_mouse_exp2","S203_mouse_exp2","mouse_exp2","Mid","1R","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_noFiber_SC_SW","1R_Mid_noFiber_SC_SW"
"S204_mouse_exp1","S204_mouse_exp1","mouse_exp1","Stool","1R","16","SC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC_SW1","1R_Stool_Normal_SC_SW1"
"S204_mouse_exp2","S204_mouse_exp2","mouse_exp2","Distal","1R","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_noFiber_SC_SW","1R_Distal_noFiber_SC_SW"
"S205_mouse_exp1","S205_mouse_exp1","mouse_exp1","Stool","1L","16","SC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_SW1","1L_Stool_Normal_SC_SW1"
"S205_mouse_exp2","S205_mouse_exp2","mouse_exp2","Proximal","2L","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_noFiber_SC_SW","2L_Proximal_noFiber_SC_SW"
"S206_mouse_exp1","S206_mouse_exp1","mouse_exp1","Stool","B","16","SC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_SC_SW1","B_Stool_Normal_SC_SW1"
"S206_mouse_exp2","S206_mouse_exp2","mouse_exp2","Mid","2L","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_noFiber_SC_SW","2L_Mid_noFiber_SC_SW"
"S207_mouse_exp2","S207_mouse_exp2","mouse_exp2","Distal","2L","36","SC","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_noFiber_SC_SW","2L_Distal_noFiber_SC_SW"
"S208_mouse_exp1","S208_mouse_exp1","mouse_exp1","Stool","1R","19","IC","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC_B6","1R_Stool_Normal_IC_B6"
"S208_mouse_exp2","S208_mouse_exp2","mouse_exp2","Proximal","B","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_SC_SW","B_Proximal_Normal_SC_SW"
"S209_mouse_exp1","S209_mouse_exp1","mouse_exp1","Stool","1L","19","IC","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC_B6","1L_Stool_Normal_IC_B6"
"S209_mouse_exp2","S209_mouse_exp2","mouse_exp2","Mid","B","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_SC_SW","B_Mid_Normal_SC_SW"
"S210_mouse_exp1","S210_mouse_exp1","mouse_exp1","Stool","1L","19","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC_SW2","1L_Stool_Normal_IC_SW2"
"S210_mouse_exp2","S210_mouse_exp2","mouse_exp2","Distal","B","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_SC_SW","B_Distal_Normal_SC_SW"
"S211_mouse_exp1","S211_mouse_exp1","mouse_exp1","Stool","B","19","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_IC_SW2","B_Stool_Normal_IC_SW2"
"S211_mouse_exp2","S211_mouse_exp2","mouse_exp2","Proximal","1L","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_SC_SW","1L_Proximal_Normal_SC_SW"
"S212_mouse_exp1","S212_mouse_exp1","mouse_exp1","Stool","1R","19","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC_SW2","1R_Stool_Normal_IC_SW2"
"S212_mouse_exp2","S212_mouse_exp2","mouse_exp2","Mid","1L","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_SC_SW","1L_Mid_Normal_SC_SW"
"S213_mouse_exp1","S213_mouse_exp1","mouse_exp1","Stool","2L","19","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_IC_SW2","2L_Stool_Normal_IC_SW2"
"S213_mouse_exp2","S213_mouse_exp2","mouse_exp2","Distal","1L","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_SC_SW","1L_Distal_Normal_SC_SW"
"S214_mouse_exp1","S214_mouse_exp1","mouse_exp1","Stool","B","19","IC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_IC_SW1","B_Stool_Normal_IC_SW1"
"S214_mouse_exp2","S214_mouse_exp2","mouse_exp2","Proximal","2L","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_Normal_SC_SW","2L_Proximal_Normal_SC_SW"
"S215_mouse_exp1","S215_mouse_exp1","mouse_exp1","Stool","1R","19","IC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC_SW1","1R_Stool_Normal_IC_SW1"
"S215_mouse_exp2","S215_mouse_exp2","mouse_exp2","Mid","2L","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_Normal_SC_SW","2L_Mid_Normal_SC_SW"
"S216_mouse_exp1","S216_mouse_exp1","mouse_exp1","Stool","2R","19","IC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2R_Stool_Normal_IC_SW1","2R_Stool_Normal_IC_SW1"
"S216_mouse_exp2","S216_mouse_exp2","mouse_exp2","Distal","2L","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_Normal_SC_SW","2L_Distal_Normal_SC_SW"
"S217_mouse_exp1","S217_mouse_exp1","mouse_exp1","Stool","1L","19","IC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC_SW1","1L_Stool_Normal_IC_SW1"
"S217_mouse_exp2","S217_mouse_exp2","mouse_exp2","Proximal","2R","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_Normal_SC_SW","2R_Proximal_Normal_SC_SW"
"S218_mouse_exp1","S218_mouse_exp1","mouse_exp1","Stool","1L","19","SC","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_B6","1L_Stool_Normal_SC_B6"
"S218_mouse_exp2","S218_mouse_exp2","mouse_exp2","Mid","2R","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_Normal_SC_SW","2R_Mid_Normal_SC_SW"
"S219_mouse_exp1","S219_mouse_exp1","mouse_exp1","Stool","1R","19","SC","B6","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC_B6","1R_Stool_Normal_SC_B6"
"S219_mouse_exp2","S219_mouse_exp2","mouse_exp2","Distal","2R","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_Normal_SC_SW","2R_Distal_Normal_SC_SW"
"S220_mouse_exp1","S220_mouse_exp1","mouse_exp1","Stool","B","19","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_SC_SW2","B_Stool_Normal_SC_SW2"
"S220_mouse_exp2","S220_mouse_exp2","mouse_exp2","Proximal","1R","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_SC_SW","1R_Proximal_Normal_SC_SW"
"S221_mouse_exp1","S221_mouse_exp1","mouse_exp1","Stool","2L","19","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_SC_SW2","2L_Stool_Normal_SC_SW2"
"S221_mouse_exp2","S221_mouse_exp2","mouse_exp2","Mid","1R","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_SC_SW","1R_Mid_Normal_SC_SW"
"S222_mouse_exp1","S222_mouse_exp1","mouse_exp1","Stool","1L","19","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_SW2","1L_Stool_Normal_SC_SW2"
"S222_mouse_exp2","S222_mouse_exp2","mouse_exp2","Distal","1R","36","SC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_SC_SW","1R_Distal_Normal_SC_SW"
"S223_mouse_exp1","S223_mouse_exp1","mouse_exp1","Stool","1R","19","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC_SW2","1R_Stool_Normal_SC_SW2"
"S223_mouse_exp2","S223_mouse_exp2","mouse_exp2","Proximal","B","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_noFiber_Stool&SI_SW","B_Proximal_noFiber_Stool&SI_SW"
"S224_mouse_exp1","S224_mouse_exp1","mouse_exp1","Stool","1R","19","SC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC_SW1","1R_Stool_Normal_SC_SW1"
"S224_mouse_exp2","S224_mouse_exp2","mouse_exp2","Mid","B","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_noFiber_Stool&SI_SW","B_Mid_noFiber_Stool&SI_SW"
"S225_mouse_exp1","S225_mouse_exp1","mouse_exp1","Stool","1L","19","SC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_SW1","1L_Stool_Normal_SC_SW1"
"S225_mouse_exp2","S225_mouse_exp2","mouse_exp2","Distal","B","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_noFiber_Stool&SI_SW","B_Distal_noFiber_Stool&SI_SW"
"S226_mouse_exp1","S226_mouse_exp1","mouse_exp1","Stool","B","19","SC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_SC_SW1","B_Stool_Normal_SC_SW1"
"S226_mouse_exp2","S226_mouse_exp2","mouse_exp2","Proximal","2R","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_noFiber_Stool&SI_SW","2R_Proximal_noFiber_Stool&SI_SW"
"S227_mouse_exp1","S227_mouse_exp1","mouse_exp1","Stool","2R","19","SC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2R_Stool_Normal_SC_SW1","2R_Stool_Normal_SC_SW1"
"S227_mouse_exp2","S227_mouse_exp2","mouse_exp2","Mid","2R","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_noFiber_Stool&SI_SW","2R_Mid_noFiber_Stool&SI_SW"
"S228_mouse_exp1","S228_mouse_exp1","mouse_exp1","Stool","1L","36","IC","SW2","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC_SW2","1L_Stool_Normal_IC_SW2"
"S228_mouse_exp2","S228_mouse_exp2","mouse_exp2","Distal","2R","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_noFiber_Stool&SI_SW","2R_Distal_noFiber_Stool&SI_SW"
"S229_mouse_exp1","S229_mouse_exp1","mouse_exp1","Stool","B","36","IC","SW2","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","B_Stool_Normal_IC_SW2","B_Stool_Normal_IC_SW2"
"S229_mouse_exp2","S229_mouse_exp2","mouse_exp2","Proximal","1R","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_noFiber_Stool&SI_SW","1R_Proximal_noFiber_Stool&SI_SW"
"S230_mouse_exp1","S230_mouse_exp1","mouse_exp1","Stool","1R","36","IC","SW2","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC_SW2","1R_Stool_Normal_IC_SW2"
"S230_mouse_exp2","S230_mouse_exp2","mouse_exp2","Mid","1R","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_noFiber_Stool&SI_SW","1R_Mid_noFiber_Stool&SI_SW"
"S231_mouse_exp1","S231_mouse_exp1","mouse_exp1","Stool","2L","36","IC","SW2","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_IC_SW2","2L_Stool_Normal_IC_SW2"
"S231_mouse_exp2","S231_mouse_exp2","mouse_exp2","Distal","1R","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_noFiber_Stool&SI_SW","1R_Distal_noFiber_Stool&SI_SW"
"S232_mouse_exp1","S232_mouse_exp1","mouse_exp1","Stool","1R","36","IC","B6","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC_B6","1R_Stool_Normal_IC_B6"
"S232_mouse_exp2","S232_mouse_exp2","mouse_exp2","Proximal","1L","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_noFiber_Stool&SI_SW","1L_Proximal_noFiber_Stool&SI_SW"
"S233_mouse_exp1","S233_mouse_exp1","mouse_exp1","Stool","2L","36","SC","SW2","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_SC_SW2","2L_Stool_Normal_SC_SW2"
"S233_mouse_exp2","S233_mouse_exp2","mouse_exp2","Mid","1L","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_noFiber_Stool&SI_SW","1L_Mid_noFiber_Stool&SI_SW"
"S234_mouse_exp1","S234_mouse_exp1","mouse_exp1","Stool","1R","36","SC","SW2","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC_SW2","1R_Stool_Normal_SC_SW2"
"S234_mouse_exp2","S234_mouse_exp2","mouse_exp2","Distal","1L","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_noFiber_Stool&SI_SW","1L_Distal_noFiber_Stool&SI_SW"
"S235_mouse_exp1","S235_mouse_exp1","mouse_exp1","Stool","B","36","SC","SW2","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","B_Stool_Normal_SC_SW2","B_Stool_Normal_SC_SW2"
"S235_mouse_exp2","S235_mouse_exp2","mouse_exp2","Proximal","2L","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_noFiber_Stool&SI_SW","2L_Proximal_noFiber_Stool&SI_SW"
"S236_mouse_exp1","S236_mouse_exp1","mouse_exp1","Stool","1L","36","SC","SW2","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_SW2","1L_Stool_Normal_SC_SW2"
"S236_mouse_exp2","S236_mouse_exp2","mouse_exp2","Mid","2L","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_noFiber_Stool&SI_SW","2L_Mid_noFiber_Stool&SI_SW"
"S237_mouse_exp1","S237_mouse_exp1","mouse_exp1","Stool","1R","36","SC","B6","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC_B6","1R_Stool_Normal_SC_B6"
"S237_mouse_exp2","S237_mouse_exp2","mouse_exp2","Distal","2L","36","Stool&SI","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_noFiber_Stool&SI_SW","2L_Distal_noFiber_Stool&SI_SW"
"S238_mouse_exp1","S238_mouse_exp1","mouse_exp1","Cecum","1L","36","IC","SW2","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1L_Cecum_Normal_IC_SW2","1L_Cecum_Normal_IC_SW2"
"S238_mouse_exp2","S238_mouse_exp2","mouse_exp2","Proximal","B","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_Stool&SI_SW","B_Proximal_Normal_Stool&SI_SW"
"S239_mouse_exp1","S239_mouse_exp1","mouse_exp1","Cecum","B","36","IC","SW2","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","B_Cecum_Normal_IC_SW2","B_Cecum_Normal_IC_SW2"
"S239_mouse_exp2","S239_mouse_exp2","mouse_exp2","Mid","B","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_Stool&SI_SW","B_Mid_Normal_Stool&SI_SW"
"S240_mouse_exp1","S240_mouse_exp1","mouse_exp1","Cecum","1R","36","IC","SW2","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1R_Cecum_Normal_IC_SW2","1R_Cecum_Normal_IC_SW2"
