"","SeqName","Project","SampleType","Mouse","Day","Community","MouseType","Diet","Well","pH","Location","finalDaySamples","Buffer","Replicate","Inoculum","names","Condition","mouse_location","mouse_sampleType"
"5_A_8_c2m5_d6_p1_A8_S392","5_A_8_c2m5_d6_p1_A8_S392","c2m5","","","d6","","","","p1_A8","4",NA,0,NA,NA,1064,"","4_1064","_NA___","____"
"5_A_9_c2m5_d6_p1_A9_S393","5_A_9_c2m5_d6_p1_A9_S393","c2m5","","","d6","","","","p1_A9","4",NA,0,NA,NA,1064,"","4_1064","_NA___","____"
"5_B_1_c2m5_d6_p1_B1_S397","5_B_1_c2m5_d6_p1_B1_S397","c2m5","","","d6","","","","p1_B1","5",NA,0,NA,NA,1062,"","5_1062","_NA___","____"
"5_B_10_c2m5_d6_p1_B10_S406","5_B_10_c2m5_d6_p1_B10_S406","c2m5","","","d6","","","","p1_B10","5",NA,0,NA,NA,1065,"","5_1065","_NA___","____"
"5_B_11_c2m5_d6_p1_B11_S407","5_B_11_c2m5_d6_p1_B11_S407","c2m5","","","d6","","","","p1_B11","5",NA,0,NA,NA,1065,"","5_1065","_NA___","____"
"5_B_12_c2m5_d6_p1_B12_S408","5_B_12_c2m5_d6_p1_B12_S408","c2m5","","","d6","","","","p1_B12","5",NA,0,NA,NA,1065,"","5_1065","_NA___","____"
"5_B_2_c2m5_d6_p1_B2_S398","5_B_2_c2m5_d6_p1_B2_S398","c2m5","","","d6","","","","p1_B2","5",NA,0,NA,NA,1062,"","5_1062","_NA___","____"
"5_B_3_c2m5_d6_p1_B3_S399","5_B_3_c2m5_d6_p1_B3_S399","c2m5","","","d6","","","","p1_B3","5",NA,0,NA,NA,1062,"","5_1062","_NA___","____"
"5_B_7_c2m5_d6_p1_B7_S403","5_B_7_c2m5_d6_p1_B7_S403","c2m5","","","d6","","","","p1_B7","5",NA,0,NA,NA,1064,"","5_1064","_NA___","____"
"5_B_8_c2m5_d6_p1_B8_S404","5_B_8_c2m5_d6_p1_B8_S404","c2m5","","","d6","","","","p1_B8","5",NA,0,NA,NA,1064,"","5_1064","_NA___","____"
"5_B_9_c2m5_d6_p1_B9_S405","5_B_9_c2m5_d6_p1_B9_S405","c2m5","","","d6","","","","p1_B9","5",NA,0,NA,NA,1064,"","5_1064","_NA___","____"
"5_C_1_c2m5_d6_p1_C1_S409","5_C_1_c2m5_d6_p1_C1_S409","c2m5","","","d6","","","","p1_C1","6",NA,0,NA,NA,1062,"","6_1062","_NA___","____"
"5_C_10_c2m5_d6_p1_C10_S418","5_C_10_c2m5_d6_p1_C10_S418","c2m5","","","d6","","","","p1_C10","6",NA,0,NA,NA,1065,"","6_1065","_NA___","____"
"5_C_11_c2m5_d6_p1_C11_S419","5_C_11_c2m5_d6_p1_C11_S419","c2m5","","","d6","","","","p1_C11","6",NA,0,NA,NA,1065,"","6_1065","_NA___","____"
"5_C_12_c2m5_d6_p1_C12_S420","5_C_12_c2m5_d6_p1_C12_S420","c2m5","","","d6","","","","p1_C12","6",NA,0,NA,NA,1065,"","6_1065","_NA___","____"
"5_C_2_c2m5_d6_p1_C2_S410","5_C_2_c2m5_d6_p1_C2_S410","c2m5","","","d6","","","","p1_C2","6",NA,0,NA,NA,1062,"","6_1062","_NA___","____"
"5_C_3_c2m5_d6_p1_C3_S411","5_C_3_c2m5_d6_p1_C3_S411","c2m5","","","d6","","","","p1_C3","6",NA,0,NA,NA,1062,"","6_1062","_NA___","____"
"5_C_7_c2m5_d6_p1_C7_S415","5_C_7_c2m5_d6_p1_C7_S415","c2m5","","","d6","","","","p1_C7","6",NA,0,NA,NA,1064,"","6_1064","_NA___","____"
"5_C_8_c2m5_d6_p1_C8_S416","5_C_8_c2m5_d6_p1_C8_S416","c2m5","","","d6","","","","p1_C8","6",NA,0,NA,NA,1064,"","6_1064","_NA___","____"
"5_C_9_c2m5_d6_p1_C9_S417","5_C_9_c2m5_d6_p1_C9_S417","c2m5","","","d6","","","","p1_C9","6",NA,0,NA,NA,1064,"","6_1064","_NA___","____"
"5_D_1_c2m5_d6_p1_D1_S421","5_D_1_c2m5_d6_p1_D1_S421","c2m5","","","d6","","","","p1_D1","7",NA,0,NA,NA,1062,"","7_1062","_NA___","____"
"5_D_10_c2m5_d6_p1_D10_S430","5_D_10_c2m5_d6_p1_D10_S430","c2m5","","","d6","","","","p1_D10","7",NA,0,NA,NA,1065,"","7_1065","_NA___","____"
"5_D_11_c2m5_d6_p1_D11_S431","5_D_11_c2m5_d6_p1_D11_S431","c2m5","","","d6","","","","p1_D11","7",NA,0,NA,NA,1065,"","7_1065","_NA___","____"
"5_D_12_c2m5_d6_p1_D12_S432","5_D_12_c2m5_d6_p1_D12_S432","c2m5","","","d6","","","","p1_D12","7",NA,0,NA,NA,1065,"","7_1065","_NA___","____"
"5_D_2_c2m5_d6_p1_D2_S422","5_D_2_c2m5_d6_p1_D2_S422","c2m5","","","d6","","","","p1_D2","7",NA,0,NA,NA,1062,"","7_1062","_NA___","____"
"5_D_3_c2m5_d6_p1_D3_S423","5_D_3_c2m5_d6_p1_D3_S423","c2m5","","","d6","","","","p1_D3","7",NA,0,NA,NA,1062,"","7_1062","_NA___","____"
"5_D_7_c2m5_d6_p1_D7_S427","5_D_7_c2m5_d6_p1_D7_S427","c2m5","","","d6","","","","p1_D7","7",NA,0,NA,NA,1064,"","7_1064","_NA___","____"
"5_D_8_c2m5_d6_p1_D8_S428","5_D_8_c2m5_d6_p1_D8_S428","c2m5","","","d6","","","","p1_D8","7",NA,0,NA,NA,1064,"","7_1064","_NA___","____"
"5_D_9_c2m5_d6_p1_D9_S429","5_D_9_c2m5_d6_p1_D9_S429","c2m5","","","d6","","","","p1_D9","7",NA,0,NA,NA,1064,"","7_1064","_NA___","____"
"5_E_1_c2m5_d6_p1_E1_S433","5_E_1_c2m5_d6_p1_E1_S433","c2m5","","","d6","","","","p1_E1","8",NA,0,NA,NA,1062,"","8_1062","_NA___","____"
"5_E_10_c2m5_d6_p1_E10_S442","5_E_10_c2m5_d6_p1_E10_S442","c2m5","","","d6","","","","p1_E10","8",NA,0,NA,NA,1065,"","8_1065","_NA___","____"
"5_E_11_c2m5_d6_p1_E11_S443","5_E_11_c2m5_d6_p1_E11_S443","c2m5","","","d6","","","","p1_E11","8",NA,0,NA,NA,1065,"","8_1065","_NA___","____"
"5_E_12_c2m5_d6_p1_E12_S444","5_E_12_c2m5_d6_p1_E12_S444","c2m5","","","d6","","","","p1_E12","8",NA,0,NA,NA,1065,"","8_1065","_NA___","____"
"5_E_2_c2m5_d6_p1_E2_S434","5_E_2_c2m5_d6_p1_E2_S434","c2m5","","","d6","","","","p1_E2","8",NA,0,NA,NA,1062,"","8_1062","_NA___","____"
"5_E_3_c2m5_d6_p1_E3_S435","5_E_3_c2m5_d6_p1_E3_S435","c2m5","","","d6","","","","p1_E3","8",NA,0,NA,NA,1062,"","8_1062","_NA___","____"
"5_E_7_c2m5_d6_p1_E7_S439","5_E_7_c2m5_d6_p1_E7_S439","c2m5","","","d6","","","","p1_E7","8",NA,0,NA,NA,1064,"","8_1064","_NA___","____"
"5_E_8_c2m5_d6_p1_E8_S440","5_E_8_c2m5_d6_p1_E8_S440","c2m5","","","d6","","","","p1_E8","8",NA,0,NA,NA,1064,"","8_1064","_NA___","____"
"5_E_9_c2m5_d6_p1_E9_S441","5_E_9_c2m5_d6_p1_E9_S441","c2m5","","","d6","","","","p1_E9","8",NA,0,NA,NA,1064,"","8_1064","_NA___","____"
"5_F_1_c2m5_d6_p1_F1_S445","5_F_1_c2m5_d6_p1_F1_S445","c2m5","","","d6","","","","p1_F1","9",NA,0,NA,NA,1062,"","9_1062","_NA___","____"
"5_F_10_c2m5_d6_p1_F10_S454","5_F_10_c2m5_d6_p1_F10_S454","c2m5","","","d6","","","","p1_F10","9",NA,0,NA,NA,1065,"","9_1065","_NA___","____"
"5_F_11_c2m5_d6_p1_F11_S455","5_F_11_c2m5_d6_p1_F11_S455","c2m5","","","d6","","","","p1_F11","9",NA,0,NA,NA,1065,"","9_1065","_NA___","____"
"5_F_12_c2m5_d6_p1_F12_S456","5_F_12_c2m5_d6_p1_F12_S456","c2m5","","","d6","","","","p1_F12","9",NA,0,NA,NA,1065,"","9_1065","_NA___","____"
"5_F_2_c2m5_d6_p1_F2_S446","5_F_2_c2m5_d6_p1_F2_S446","c2m5","","","d6","","","","p1_F2","9",NA,0,NA,NA,1062,"","9_1062","_NA___","____"
"5_F_3_c2m5_d6_p1_F3_S447","5_F_3_c2m5_d6_p1_F3_S447","c2m5","","","d6","","","","p1_F3","9",NA,0,NA,NA,1062,"","9_1062","_NA___","____"
"5_F_7_c2m5_d6_p1_F7_S451","5_F_7_c2m5_d6_p1_F7_S451","c2m5","","","d6","","","","p1_F7","9",NA,0,NA,NA,1064,"","9_1064","_NA___","____"
"5_F_8_c2m5_d6_p1_F8_S452","5_F_8_c2m5_d6_p1_F8_S452","c2m5","","","d6","","","","p1_F8","9",NA,0,NA,NA,1064,"","9_1064","_NA___","____"
"5_F_9_c2m5_d6_p1_F9_S453","5_F_9_c2m5_d6_p1_F9_S453","c2m5","","","d6","","","","p1_F9","9",NA,0,NA,NA,1064,"","9_1064","_NA___","____"
"5_G_1_c2m5_d6_p1_G1_S457","5_G_1_c2m5_d6_p1_G1_S457","c2m5","","","d6","","","","p1_G1","10",NA,0,NA,NA,1062,"","10_1062","_NA___","____"
"5_G_10_c2m5_d6_p1_G10_S466","5_G_10_c2m5_d6_p1_G10_S466","c2m5","","","d6","","","","p1_G10","10",NA,0,NA,NA,1065,"","10_1065","_NA___","____"
"5_G_11_c2m5_d6_p1_G11_S467","5_G_11_c2m5_d6_p1_G11_S467","c2m5","","","d6","","","","p1_G11","10",NA,0,NA,NA,1065,"","10_1065","_NA___","____"
"5_G_12_c2m5_d6_p1_G12_S468","5_G_12_c2m5_d6_p1_G12_S468","c2m5","","","d6","","","","p1_G12","10",NA,0,NA,NA,1065,"","10_1065","_NA___","____"
"5_G_2_c2m5_d6_p1_G2_S458","5_G_2_c2m5_d6_p1_G2_S458","c2m5","","","d6","","","","p1_G2","10",NA,0,NA,NA,1062,"","10_1062","_NA___","____"
"5_G_3_c2m5_d6_p1_G3_S459","5_G_3_c2m5_d6_p1_G3_S459","c2m5","","","d6","","","","p1_G3","10",NA,0,NA,NA,1062,"","10_1062","_NA___","____"
"5_G_7_c2m5_d6_p1_G7_S463","5_G_7_c2m5_d6_p1_G7_S463","c2m5","","","d6","","","","p1_G7","10",NA,0,NA,NA,1064,"","10_1064","_NA___","____"
"5_G_8_c2m5_d6_p1_G8_S464","5_G_8_c2m5_d6_p1_G8_S464","c2m5","","","d6","","","","p1_G8","10",NA,0,NA,NA,1064,"","10_1064","_NA___","____"
"5_G_9_c2m5_d6_p1_G9_S465","5_G_9_c2m5_d6_p1_G9_S465","c2m5","","","d6","","","","p1_G9","10",NA,0,NA,NA,1064,"","10_1064","_NA___","____"
"6_A_1_c2m5_d8_p1_A1_S481","6_A_1_c2m5_d8_p1_A1_S481","c2m5","","","d8","","","","p1_A1","4",NA,0,NA,NA,1062,"","4_1062","_NA___","____"
"6_A_10_c2m5_d8_p1_A10_S490","6_A_10_c2m5_d8_p1_A10_S490","c2m5","","","d8","","","","p1_A10","4",NA,0,NA,NA,1065,"","4_1065","_NA___","____"
"6_A_11_c2m5_d8_p1_A11_S491","6_A_11_c2m5_d8_p1_A11_S491","c2m5","","","d8","","","","p1_A11","4",NA,0,NA,NA,1065,"","4_1065","_NA___","____"
"6_A_12_c2m5_d8_p1_A12_S492","6_A_12_c2m5_d8_p1_A12_S492","c2m5","","","d8","","","","p1_A12","4",NA,0,NA,NA,1065,"","4_1065","_NA___","____"
"6_A_2_c2m5_d8_p1_A2_S482","6_A_2_c2m5_d8_p1_A2_S482","c2m5","","","d8","","","","p1_A2","4",NA,0,NA,NA,1062,"","4_1062","_NA___","____"
"6_A_3_c2m5_d8_p1_A3_S483","6_A_3_c2m5_d8_p1_A3_S483","c2m5","","","d8","","","","p1_A3","4",NA,0,NA,NA,1062,"","4_1062","_NA___","____"
"6_A_9_c2m5_d8_p1_A9_S489","6_A_9_c2m5_d8_p1_A9_S489","c2m5","","","d8","","","","p1_A9","4",NA,0,NA,NA,1064,"","4_1064","_NA___","____"
"6_B_1_c2m5_d8_p1_B1_S493","6_B_1_c2m5_d8_p1_B1_S493","c2m5","","","d8","","","","p1_B1","5",NA,0,NA,NA,1062,"","5_1062","_NA___","____"
"6_B_10_c2m5_d8_p1_B10_S502","6_B_10_c2m5_d8_p1_B10_S502","c2m5","","","d8","","","","p1_B10","5",NA,0,NA,NA,1065,"","5_1065","_NA___","____"
"6_B_11_c2m5_d8_p1_B11_S503","6_B_11_c2m5_d8_p1_B11_S503","c2m5","","","d8","","","","p1_B11","5",NA,0,NA,NA,1065,"","5_1065","_NA___","____"
"6_B_12_c2m5_d8_p1_B12_S504","6_B_12_c2m5_d8_p1_B12_S504","c2m5","","","d8","","","","p1_B12","5",NA,0,NA,NA,1065,"","5_1065","_NA___","____"
"6_B_2_c2m5_d8_p1_B2_S494","6_B_2_c2m5_d8_p1_B2_S494","c2m5","","","d8","","","","p1_B2","5",NA,0,NA,NA,1062,"","5_1062","_NA___","____"
"6_B_3_c2m5_d8_p1_B3_S495","6_B_3_c2m5_d8_p1_B3_S495","c2m5","","","d8","","","","p1_B3","5",NA,0,NA,NA,1062,"","5_1062","_NA___","____"
"6_B_7_c2m5_d8_p1_B7_S499","6_B_7_c2m5_d8_p1_B7_S499","c2m5","","","d8","","","","p1_B7","5",NA,0,NA,NA,1064,"","5_1064","_NA___","____"
"6_B_8_c2m5_d8_p1_B8_S500","6_B_8_c2m5_d8_p1_B8_S500","c2m5","","","d8","","","","p1_B8","5",NA,0,NA,NA,1064,"","5_1064","_NA___","____"
"6_B_9_c2m5_d8_p1_B9_S501","6_B_9_c2m5_d8_p1_B9_S501","c2m5","","","d8","","","","p1_B9","5",NA,0,NA,NA,1064,"","5_1064","_NA___","____"
"6_C_1_c2m5_d8_p1_C1_S505","6_C_1_c2m5_d8_p1_C1_S505","c2m5","","","d8","","","","p1_C1","6",NA,0,NA,NA,1062,"","6_1062","_NA___","____"
"6_C_10_c2m5_d8_p1_C10_S514","6_C_10_c2m5_d8_p1_C10_S514","c2m5","","","d8","","","","p1_C10","6",NA,0,NA,NA,1065,"","6_1065","_NA___","____"
"6_C_11_c2m5_d8_p1_C11_S515","6_C_11_c2m5_d8_p1_C11_S515","c2m5","","","d8","","","","p1_C11","6",NA,0,NA,NA,1065,"","6_1065","_NA___","____"
"6_C_12_c2m5_d8_p1_C12_S516","6_C_12_c2m5_d8_p1_C12_S516","c2m5","","","d8","","","","p1_C12","6",NA,0,NA,NA,1065,"","6_1065","_NA___","____"
"6_C_2_c2m5_d8_p1_C2_S506","6_C_2_c2m5_d8_p1_C2_S506","c2m5","","","d8","","","","p1_C2","6",NA,0,NA,NA,1062,"","6_1062","_NA___","____"
"6_C_3_c2m5_d8_p1_C3_S507","6_C_3_c2m5_d8_p1_C3_S507","c2m5","","","d8","","","","p1_C3","6",NA,0,NA,NA,1062,"","6_1062","_NA___","____"
"6_C_7_c2m5_d8_p1_C7_S511","6_C_7_c2m5_d8_p1_C7_S511","c2m5","","","d8","","","","p1_C7","6",NA,0,NA,NA,1064,"","6_1064","_NA___","____"
"6_C_8_c2m5_d8_p1_C8_S512","6_C_8_c2m5_d8_p1_C8_S512","c2m5","","","d8","","","","p1_C8","6",NA,0,NA,NA,1064,"","6_1064","_NA___","____"
"6_C_9_c2m5_d8_p1_C9_S513","6_C_9_c2m5_d8_p1_C9_S513","c2m5","","","d8","","","","p1_C9","6",NA,0,NA,NA,1064,"","6_1064","_NA___","____"
"6_D_1_c2m5_d8_p1_D1_S517","6_D_1_c2m5_d8_p1_D1_S517","c2m5","","","d8","","","","p1_D1","7",NA,0,NA,NA,1062,"","7_1062","_NA___","____"
"6_D_10_c2m5_d8_p1_D10_S526","6_D_10_c2m5_d8_p1_D10_S526","c2m5","","","d8","","","","p1_D10","7",NA,0,NA,NA,1065,"","7_1065","_NA___","____"
"6_D_11_c2m5_d8_p1_D11_S527","6_D_11_c2m5_d8_p1_D11_S527","c2m5","","","d8","","","","p1_D11","7",NA,0,NA,NA,1065,"","7_1065","_NA___","____"
"6_D_12_c2m5_d8_p1_D12_S528","6_D_12_c2m5_d8_p1_D12_S528","c2m5","","","d8","","","","p1_D12","7",NA,0,NA,NA,1065,"","7_1065","_NA___","____"
"6_D_2_c2m5_d8_p1_D2_S518","6_D_2_c2m5_d8_p1_D2_S518","c2m5","","","d8","","","","p1_D2","7",NA,0,NA,NA,1062,"","7_1062","_NA___","____"
"6_D_3_c2m5_d8_p1_D3_S519","6_D_3_c2m5_d8_p1_D3_S519","c2m5","","","d8","","","","p1_D3","7",NA,0,NA,NA,1062,"","7_1062","_NA___","____"
"6_D_7_c2m5_d8_p1_D7_S523","6_D_7_c2m5_d8_p1_D7_S523","c2m5","","","d8","","","","p1_D7","7",NA,0,NA,NA,1064,"","7_1064","_NA___","____"
"6_D_8_c2m5_d8_p1_D8_S524","6_D_8_c2m5_d8_p1_D8_S524","c2m5","","","d8","","","","p1_D8","7",NA,0,NA,NA,1064,"","7_1064","_NA___","____"
"6_D_9_c2m5_d8_p1_D9_S525","6_D_9_c2m5_d8_p1_D9_S525","c2m5","","","d8","","","","p1_D9","7",NA,0,NA,NA,1064,"","7_1064","_NA___","____"
"6_E_1_c2m5_d8_p1_E1_S529","6_E_1_c2m5_d8_p1_E1_S529","c2m5","","","d8","","","","p1_E1","8",NA,0,NA,NA,1062,"","8_1062","_NA___","____"
"6_E_10_c2m5_d8_p1_E10_S538","6_E_10_c2m5_d8_p1_E10_S538","c2m5","","","d8","","","","p1_E10","8",NA,0,NA,NA,1065,"","8_1065","_NA___","____"
"6_E_11_c2m5_d8_p1_E11_S539","6_E_11_c2m5_d8_p1_E11_S539","c2m5","","","d8","","","","p1_E11","8",NA,0,NA,NA,1065,"","8_1065","_NA___","____"
"6_E_12_c2m5_d8_p1_E12_S540","6_E_12_c2m5_d8_p1_E12_S540","c2m5","","","d8","","","","p1_E12","8",NA,0,NA,NA,1065,"","8_1065","_NA___","____"
"6_E_2_c2m5_d8_p1_E2_S530","6_E_2_c2m5_d8_p1_E2_S530","c2m5","","","d8","","","","p1_E2","8",NA,0,NA,NA,1062,"","8_1062","_NA___","____"
"6_E_3_c2m5_d8_p1_E3_S531","6_E_3_c2m5_d8_p1_E3_S531","c2m5","","","d8","","","","p1_E3","8",NA,0,NA,NA,1062,"","8_1062","_NA___","____"
"6_E_7_c2m5_d8_p1_E7_S535","6_E_7_c2m5_d8_p1_E7_S535","c2m5","","","d8","","","","p1_E7","8",NA,0,NA,NA,1064,"","8_1064","_NA___","____"
"6_E_8_c2m5_d8_p1_E8_S536","6_E_8_c2m5_d8_p1_E8_S536","c2m5","","","d8","","","","p1_E8","8",NA,0,NA,NA,1064,"","8_1064","_NA___","____"
"6_E_9_c2m5_d8_p1_E9_S537","6_E_9_c2m5_d8_p1_E9_S537","c2m5","","","d8","","","","p1_E9","8",NA,0,NA,NA,1064,"","8_1064","_NA___","____"
"6_F_1_c2m5_d8_p1_F1_S541","6_F_1_c2m5_d8_p1_F1_S541","c2m5","","","d8","","","","p1_F1","9",NA,0,NA,NA,1062,"","9_1062","_NA___","____"
"6_F_10_c2m5_d8_p1_F10_S550","6_F_10_c2m5_d8_p1_F10_S550","c2m5","","","d8","","","","p1_F10","9",NA,0,NA,NA,1065,"","9_1065","_NA___","____"
"6_F_11_c2m5_d8_p1_F11_S551","6_F_11_c2m5_d8_p1_F11_S551","c2m5","","","d8","","","","p1_F11","9",NA,0,NA,NA,1065,"","9_1065","_NA___","____"
"6_F_12_c2m5_d8_p1_F12_S552","6_F_12_c2m5_d8_p1_F12_S552","c2m5","","","d8","","","","p1_F12","9",NA,0,NA,NA,1065,"","9_1065","_NA___","____"
"6_F_2_c2m5_d8_p1_F2_S542","6_F_2_c2m5_d8_p1_F2_S542","c2m5","","","d8","","","","p1_F2","9",NA,0,NA,NA,1062,"","9_1062","_NA___","____"
"6_F_3_c2m5_d8_p1_F3_S543","6_F_3_c2m5_d8_p1_F3_S543","c2m5","","","d8","","","","p1_F3","9",NA,0,NA,NA,1062,"","9_1062","_NA___","____"
"6_F_7_c2m5_d8_p1_F7_S547","6_F_7_c2m5_d8_p1_F7_S547","c2m5","","","d8","","","","p1_F7","9",NA,0,NA,NA,1064,"","9_1064","_NA___","____"
"6_F_8_c2m5_d8_p1_F8_S548","6_F_8_c2m5_d8_p1_F8_S548","c2m5","","","d8","","","","p1_F8","9",NA,0,NA,NA,1064,"","9_1064","_NA___","____"
"6_F_9_c2m5_d8_p1_F9_S549","6_F_9_c2m5_d8_p1_F9_S549","c2m5","","","d8","","","","p1_F9","9",NA,0,NA,NA,1064,"","9_1064","_NA___","____"
"6_G_1_c2m5_d8_p1_G1_S553","6_G_1_c2m5_d8_p1_G1_S553","c2m5","","","d8","","","","p1_G1","10",NA,0,NA,NA,1062,"","10_1062","_NA___","____"
"6_G_10_c2m5_d8_p1_G10_S562","6_G_10_c2m5_d8_p1_G10_S562","c2m5","","","d8","","","","p1_G10","10",NA,0,NA,NA,1065,"","10_1065","_NA___","____"
"6_G_11_c2m5_d8_p1_G11_S563","6_G_11_c2m5_d8_p1_G11_S563","c2m5","","","d8","","","","p1_G11","10",NA,0,NA,NA,1065,"","10_1065","_NA___","____"
"6_G_12_c2m5_d8_p1_G12_S564","6_G_12_c2m5_d8_p1_G12_S564","c2m5","","","d8","","","","p1_G12","10",NA,0,NA,NA,1065,"","10_1065","_NA___","____"
"6_G_2_c2m5_d8_p1_G2_S554","6_G_2_c2m5_d8_p1_G2_S554","c2m5","","","d8","","","","p1_G2","10",NA,0,NA,NA,1062,"","10_1062","_NA___","____"
"6_G_3_c2m5_d8_p1_G3_S555","6_G_3_c2m5_d8_p1_G3_S555","c2m5","","","d8","","","","p1_G3","10",NA,0,NA,NA,1062,"","10_1062","_NA___","____"
"6_G_7_c2m5_d8_p1_G7_S559","6_G_7_c2m5_d8_p1_G7_S559","c2m5","","","d8","","","","p1_G7","10",NA,0,NA,NA,1064,"","10_1064","_NA___","____"
"6_G_8_c2m5_d8_p1_G8_S560","6_G_8_c2m5_d8_p1_G8_S560","c2m5","","","d8","","","","p1_G8","10",NA,0,NA,NA,1064,"","10_1064","_NA___","____"
"6_G_9_c2m5_d8_p1_G9_S561","6_G_9_c2m5_d8_p1_G9_S561","c2m5","","","d8","","","","p1_G9","10",NA,0,NA,NA,1064,"","10_1064","_NA___","____"
"7_A_1_c2m5_d2_p1_A1_S577","7_A_1_c2m5_d2_p1_A1_S577","c2m5","","","d2","","","","p1_A1","4",NA,0,NA,NA,1062,"","4_1062","_NA___","____"
"7_A_10_c2m5_d2_p1_A10_S586","7_A_10_c2m5_d2_p1_A10_S586","c2m5","","","d2","","","","p1_A10","4",NA,0,NA,NA,1065,"","4_1065","_NA___","____"
"7_A_11_c2m5_d2_p1_A11_S587","7_A_11_c2m5_d2_p1_A11_S587","c2m5","","","d2","","","","p1_A11","4",NA,0,NA,NA,1065,"","4_1065","_NA___","____"
"7_A_12_c2m5_d2_p1_A12_S588","7_A_12_c2m5_d2_p1_A12_S588","c2m5","","","d2","","","","p1_A12","4",NA,0,NA,NA,1065,"","4_1065","_NA___","____"
"7_A_2_c2m5_d2_p1_A2_S578","7_A_2_c2m5_d2_p1_A2_S578","c2m5","","","d2","","","","p1_A2","4",NA,0,NA,NA,1062,"","4_1062","_NA___","____"
"7_A_3_c2m5_d2_p1_A3_S579","7_A_3_c2m5_d2_p1_A3_S579","c2m5","","","d2","","","","p1_A3","4",NA,0,NA,NA,1062,"","4_1062","_NA___","____"
"7_A_7_c2m5_d2_p1_A7_S583","7_A_7_c2m5_d2_p1_A7_S583","c2m5","","","d2","","","","p1_A7","4",NA,0,NA,NA,1064,"","4_1064","_NA___","____"
"7_A_9_c2m5_d2_p1_A9_S585","7_A_9_c2m5_d2_p1_A9_S585","c2m5","","","d2","","","","p1_A9","4",NA,0,NA,NA,1064,"","4_1064","_NA___","____"
"7_B_1_c2m5_d2_p1_B1_S589","7_B_1_c2m5_d2_p1_B1_S589","c2m5","","","d2","","","","p1_B1","5",NA,0,NA,NA,1062,"","5_1062","_NA___","____"
"7_B_10_c2m5_d2_p1_B10_S598","7_B_10_c2m5_d2_p1_B10_S598","c2m5","","","d2","","","","p1_B10","5",NA,0,NA,NA,1065,"","5_1065","_NA___","____"
"7_B_11_c2m5_d2_p1_B11_S599","7_B_11_c2m5_d2_p1_B11_S599","c2m5","","","d2","","","","p1_B11","5",NA,0,NA,NA,1065,"","5_1065","_NA___","____"
"7_B_12_c2m5_d2_p1_B12_S600","7_B_12_c2m5_d2_p1_B12_S600","c2m5","","","d2","","","","p1_B12","5",NA,0,NA,NA,1065,"","5_1065","_NA___","____"
"7_B_2_c2m5_d2_p1_B2_S590","7_B_2_c2m5_d2_p1_B2_S590","c2m5","","","d2","","","","p1_B2","5",NA,0,NA,NA,1062,"","5_1062","_NA___","____"
"7_B_3_c2m5_d2_p1_B3_S591","7_B_3_c2m5_d2_p1_B3_S591","c2m5","","","d2","","","","p1_B3","5",NA,0,NA,NA,1062,"","5_1062","_NA___","____"
"7_B_7_c2m5_d2_p1_B7_S595","7_B_7_c2m5_d2_p1_B7_S595","c2m5","","","d2","","","","p1_B7","5",NA,0,NA,NA,1064,"","5_1064","_NA___","____"
"7_B_8_c2m5_d2_p1_B8_S596","7_B_8_c2m5_d2_p1_B8_S596","c2m5","","","d2","","","","p1_B8","5",NA,0,NA,NA,1064,"","5_1064","_NA___","____"
"7_B_9_c2m5_d2_p1_B9_S597","7_B_9_c2m5_d2_p1_B9_S597","c2m5","","","d2","","","","p1_B9","5",NA,0,NA,NA,1064,"","5_1064","_NA___","____"
"7_C_1_c2m5_d2_p1_C1_S601","7_C_1_c2m5_d2_p1_C1_S601","c2m5","","","d2","","","","p1_C1","6",NA,0,NA,NA,1062,"","6_1062","_NA___","____"
"7_C_10_c2m5_d2_p1_C10_S610","7_C_10_c2m5_d2_p1_C10_S610","c2m5","","","d2","","","","p1_C10","6",NA,0,NA,NA,1065,"","6_1065","_NA___","____"
"7_C_12_c2m5_d2_p1_C12_S612","7_C_12_c2m5_d2_p1_C12_S612","c2m5","","","d2","","","","p1_C12","6",NA,0,NA,NA,1065,"","6_1065","_NA___","____"
"7_C_2_c2m5_d2_p1_C2_S602","7_C_2_c2m5_d2_p1_C2_S602","c2m5","","","d2","","","","p1_C2","6",NA,0,NA,NA,1062,"","6_1062","_NA___","____"
"7_C_3_c2m5_d2_p1_C3_S603","7_C_3_c2m5_d2_p1_C3_S603","c2m5","","","d2","","","","p1_C3","6",NA,0,NA,NA,1062,"","6_1062","_NA___","____"
"7_C_7_c2m5_d2_p1_C7_S607","7_C_7_c2m5_d2_p1_C7_S607","c2m5","","","d2","","","","p1_C7","6",NA,0,NA,NA,1064,"","6_1064","_NA___","____"
"7_C_8_c2m5_d2_p1_C8_S608","7_C_8_c2m5_d2_p1_C8_S608","c2m5","","","d2","","","","p1_C8","6",NA,0,NA,NA,1064,"","6_1064","_NA___","____"
"7_C_9_c2m5_d2_p1_C9_S609","7_C_9_c2m5_d2_p1_C9_S609","c2m5","","","d2","","","","p1_C9","6",NA,0,NA,NA,1064,"","6_1064","_NA___","____"
"7_D_1_c2m5_d2_p1_D1_S613","7_D_1_c2m5_d2_p1_D1_S613","c2m5","","","d2","","","","p1_D1","7",NA,0,NA,NA,1062,"","7_1062","_NA___","____"
